CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.332.266/0001-31;2016-11-01;1;2988637.26;1168987.34;0;0;1819649.92;455467638.88;455467638.88;0;454853881;0;0;0;613757.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4250681.69;3675956.81;0;574724.88;272876.07;57680.7;0;0;0;244767.05;0;0;3556.23;580600.08;1159480.13
00.332.266/0001-31;2016-12-01;1;2354740.45;2179590.46;0;0;175149.99;455660422.85;455660422.85;0;455050784.59;0;0;0;609638.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5608915.55;5196269.45;0;412646.1;1430035.92;57680.7;0;0;0;258164.36;0;0;603.22;601518.1;2348002.3
00.613.094/0001-74;2016-10-01;1;39430.13;39430.13;0;0;0;10367789.2;10367789.2;10367789.2;;;;;;;;;;;;;;;;;;;;;;;;;177506232.87;;168750446.47;8755786.4;;;;;;;;;;5036866.85;5036866.85
00.613.094/0001-74;2016-11-01;1;4041.87;4041.87;0;0;0;10367789.2;10367789.2;10367789.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177245693.62;0;168696532.6;8549161.02;0;0;0;0;0;0;0;0;0;4820555.35;4820555.35
00.613.094/0001-74;2016-12-01;1;500;500;0;0;0;10294376.82;10294376.82;10294376.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177820308.43;0;169373384.97;8446923.46;0;0;0;0;0;0;0;0;0;4320439.18;4320439.18
00.762.723/0001-28;2016-11-01;1;1183273.28;6434.41;0;0;1176838.87;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2292135.64;1525937.77;0;766197.87;1172971.1;26684.91;0;0;0;0;0;0;0;0;1199656.01
00.762.723/0001-28;2016-12-01;1;1264104.27;7251.38;0;0;1256852.89;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2296962.28;1523803.84;0;773158.44;1209326.35;27018.26;0;0;0;4926.8;0;0;0;0;1241271.41
00.868.235/0001-08;2016-11-01;1;1748697.06;456877.69;0;0;1291819.37;99490000;99490000;0;99490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1321649.53;818654.22;0;502995.31;361284.49;21435.93;0;0;0;0;0;0;0;131931.35;514651.77
00.868.235/0001-08;2016-12-01;1;1713751.71;488101.78;0;0;1225649.93;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1442243.33;762724.44;0;679518.89;499034.98;21435.93;0;0;0;2259.61;0;0;0;113809.84;636540.36
01.201.140/0001-90;2016-11-01;2;7020424.85;748739.13;0;0;6271685.72;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7299458.45;5911794.08;0;1387664.37;6917025.12;58255.47;0;0;0;1699434.74;0;0;0;212512.47;8887227.8
01.201.140/0001-90;2016-12-01;2;7349948.95;556813.79;0;0;6793135.16;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10570311.91;9330432.37;0;1239879.54;10670729.24;56364.11;0;0;0;1520952.21;0;0;37418.03;213602.53;12499066.12
01.235.622/0001-61;2016-12-01;2;183111202.38;1150307.3;0;0;181960895.08;1313463502.89;982117770.89;161210375.44;641794741.05;69041695.52;7111459.09;102506616.08;452883.71;254182815.19;0;0;0;0;0;0;77083004.63;0;0;0;0;0;0;0;0;0;0;79912.18;595766416.32;14639559.59;568372871.82;12753984.91;0;1000202.22;0;38149584;6780201.65;0;0;0;1723495.94;23071684.27;70725168.08
01.356.517/0001-80;2016-11-01;1;30572427.7;468714.64;;;30103713.06;211035105.52;211035105.52;38723983.09;172311122.43;;;;;;;;;;;;;;;;;;;;;;;;11908443.88;9077974.1;2252471.46;577998.32;93010517.34;;;604373.47;;1733279.98;;;;433794.04;95781964.83
01.356.517/0001-80;2016-12-01;1;36202135.46;516859.46;;;35685276;211061771.11;211061771.11;38758989.81;172302781.3;;;;;;;;;;;;;;;;;;;;;;;;11387809.4;9086895.21;1993246.93;307667.26;120063675.33;;;604373.47;;1750966.13;;;;7078443.03;129497457.96
01.497.954/0001-14;2016-11-01;1;76085.6;1;0;0;76084.6;124291110;124291110;0;124291110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851305.58;836867.72;0;14437.86;65002.3;14277.4;0;250194.89;0;66527.19;0;0;207637.63;60743.88;664383.29
01.497.954/0001-14;2016-12-01;1;272365.74;1;0;0;272364.74;124291110;124291110;0;124291110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;828129.2;813433.62;0;14695.58;42502.3;14277.4;0;191054.23;0;133232.23;0;0;207637.63;55152.68;643856.47
01.601.918/0001-59;2016-11-01;2;8146645.96;473359.83;0;0;7673286.13;57600000;57600000;0;57600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95142.35;0;0;95142.35;0;27671.47;0;0;0;0;0;0;0;2523.61;30195.08
01.601.918/0001-59;2016-12-01;1;5890734;523649.18;0;0;5367084.82;57600000;57600000;0;57600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25856.36;29640.81;0;0;0;0;0;0;0;23712.61;79209.78
01.633.741/0001-72;2016-10-01;1;959148.1;10324.62;485850.2;462973.28;0;91204000;91204000;35456000;55748000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585719.02;457248.39;0;128470.63;118310.51;19098.21;0;0;0;0;0;0;0;220605.55;358014.27
01.633.741/0001-72;2016-11-01;1;889505.86;19218.96;490146.28;380140.62;0;91204000;91204000;35456000;55748000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;646975.18;503709.89;0;143265.29;130789.88;18932.19;0;0;0;0;0;0;0;167619.29;317341.36
01.633.741/0001-72;2016-12-01;1;935509.03;22101.05;494770.4;418637.58;0;66196000;66196000;13209000;52987000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;629756.57;498521.93;0;131234.64;45936.22;18212.09;0;0;0;0;0;0;0;137094.17;201242.48
01.636.325/0001-28;2016-11-01;1;4944508.33;4944508.33;0;0;0;205197632.08;205197632.08;0;203939000;197818.48;0;0;1060813.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4051443.92;1596786.92;0;2454657;245199.53;43555.38;0;0;0;1425887.78;0;0;316947.84;1601924.39;3633514.92
01.636.325/0001-28;2016-12-01;2;4586300.66;4586300.66;0;0;0;216151892.17;216151892.17;0;214865305;197818.48;0;0;1088768.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5393056.32;2499788.41;0;2893267.91;307724.24;48955.45;0;0;0;1372730.08;0;0;287409.65;1681449.49;3698268.91
01.657.856/0001-05;2016-11-01;1;915203.72;80214.76;0;692500.98;142487.98;47760229.47;47760229.47;0;47751044.91;0;0;0;9184.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623499.99;598073.45;0;25426.54;325803.25;13535.94;0;0;0;101415.69;0;0;0;54804.93;495559.81
01.657.856/0001-05;2016-12-01;1;932963.35;36773.66;0;700265.92;195923.77;45392644.42;45392644.42;0;45383658;0;0;0;8986.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920541.3;896945.88;0;23595.42;325483.1;15103.96;0;0;0;96067.94;0;0;0;45492.55;482147.55
01.964.775/0001-40;2016-10-01;1;1275832.82;10663.98;1265168.84;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;2048.5;;;;;;;443526.94;4205.46;449780.9
01.964.775/0001-40;2016-11-01;1;1287383.76;9313.98;1278069.78;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;249324.08;;;249324.08;;2724.13;;;;;;;443526.94;6405.87;452656.94
01.964.775/0001-40;2016-12-01;3;1308285.17;17205.66;1291079.51;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;249431.38;;;249431.38;;714.08;;;;;;;443526.94;4736.82;448977.84
02.027.437/0001-44;2016-11-01;1;338850.65;5280.05;0;0;333570.6;66290000;66290000;0;66290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1772088.92;929758.12;0;842330.8;299015.85;18808.29;0;0;0;105822.76;0;0;0;0;423646.9
02.027.437/0001-44;2016-12-01;1;318675.51;7742.51;0;0;310933;66290000;66290000;0;66290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1897492.01;1055161.21;0;842330.8;279364.39;18804.76;0;0;0;0;0;0;0;0;298169.15
02.508.235/0001-14;2016-11-01;2;778351.56;3305.05;0;0;775046.51;73500000;73500000;0;73500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1777622.67;1777622.67;0;0;0;34383.99;0;0;0;0;0;0;0;194789.28;229173.27
02.508.235/0001-14;2016-12-01;1;765380.96;15924.63;0;0;749456.33;73500000;73500000;0;73500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1777622.67;1777622.67;0;0;0;34383.99;0;0;0;0;0;0;0;214680.78;249064.77
03.251.720/0001-18;2016-10-01;1;3126378.59;10552.9;2341046.75;774778.94;0;300586000;300586000;144979000;155607000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3771748.35;1746588.49;0;2025159.86;1516023;87409.57;0;0;0;0;0;0;0;2027734.36;3631166.93
03.251.720/0001-18;2016-11-01;1;3038000.48;3608.64;2361541.16;672850.68;0;300586000;300586000;144979000;155607000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3905422.96;1842397.33;0;2063025.63;1443909;90262.1;0;0;0;0;0;0;0;2058938.59;3593109.69
03.251.720/0001-18;2016-12-01;1;3276258.19;17224.72;2383600.48;875432.99;0;269172000;269172000;119738000;149434000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3813166.03;1705396.63;0;2107769.4;1489046;87143.03;0;0;0;0;0;0;0;2182226.88;3758415.91
03.507.519/0001-59;2016-11-01;1;2935205.02;2516.31;0;0;2932688.71;347161667.25;347161667.25;0;347161667.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4514743.81;2228327.68;0;2286416.13;760578.62;38171.3;0;0;0;0;0;0;202774.6;5822.74;1007347.26
03.507.519/0001-59;2016-12-01;1;2881754.5;303922.58;0;0;2577831.92;347161667.25;347161667.25;0;347161667.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6208106.62;3747207.97;0;2460898.65;3964381.29;38171.3;0;0;0;0;0;0;205076.08;5822.74;4213451.41
03.683.056/0001-86;2016-11-01;1;4299236.62;25994.38;0;0;4273242.24;241208885.95;225600000;0;225600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15608885.95;0;0;1868624.21;1803111.16;0;65513.05;105711.78;135787.16;0;0;0;451722.35;0;0;0;3628.19;696849.48
03.683.056/0001-86;2016-12-01;1;4453260.65;20031.46;0;0;4433229.19;241360526.35;225600000;0;225600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15760526.35;0;0;1759033.69;1698433.37;0;60600.32;109421.46;128224.94;0;0;0;643224.53;0;0;0;97428.89;978299.82
03.855.441/0001-63;2016-11-01;1;157806542.14;12022.26;0;0;157794519.88;197812342.01;197812342.01;0;0;197812342.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1909469149.51;1858610237.54;0;50858911.97;0;82274.69;0;0;0;46075884.93;2041705078.57;0;0;27230304.16;2115093542.35
03.855.441/0001-63;2016-12-01;1;121713007.04;175287.56;0;0;121537719.48;198646216.2;198646216.2;0;0;198646216.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1780366981.5;1723052395.59;0;57314585.91;0;80474.69;0;0;0;66298153.43;1896483464.28;0;0;27243660.01;1990105752.41
04.141.645/0001-03;2016-11-01;1;4533364.08;4533364.08;0;0;0;214941072.96;214941072.96;0;214941072.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1207021.05;1207021.05;0;0;1065485.04;17176.78;0;0;0;0;0;0;0;6531830.89;7614492.71
04.141.645/0001-03;2016-12-01;1;4643861.79;4643861.79;0;0;0;185712828;185712828;0;185712828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1007032.94;1007032.94;0;0;1548267.35;19179.61;0;0;0;0;0;0;0;6534734.68;8102181.64
04.782.236/0001-88;2016-10-01;1;9932132.27;106367.44;0;2104359.07;7721405.76;408301851.96;408301851.96;160339800;236462051.96;11500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15130859.41;4354284.89;0;10776574.52;3839438.92;447329.32;0;11500000;0;0;26000000;0;0;2547006.56;44333774.8
04.782.236/0001-88;2016-11-01;1;6235504.03;10229.97;0;2118954.78;4106319.28;413193734.65;413193734.65;163089800;238603934.65;11500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12954470.78;4428794.25;0;8525676.53;2755916.28;436695.58;0;11500000;0;0;26000000;0;0;2523965.1;43216576.96
04.782.236/0001-88;2016-12-01;2;3620303.55;622464.47;0;0;2997839.08;450248352.87;450248352.87;127335738.26;311412614.61;11500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11186945.34;4415412.32;0;6771533.02;2920800.16;449231.14;0;11500000;0;0;26712313.48;0;0;4631209.13;46213553.91
05.437.916/0001-27;2016-10-01;1;831247.82;18896.51;0;812351.31;0;122558880.27;122558880.27;71393600;51165280.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2036939.92;1985306.02;0;51633.9;393645;38049.59;0;0;0;0;0;0;0;146685.13;578379.72
05.437.916/0001-27;2016-11-01;1;696669.99;48119.19;0;648550.8;0;122573158.27;122573158.27;71393600;51179558.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2108630.64;2067785.53;0;40845.11;393755;38049.59;0;0;0;0;0;0;0;125872.38;557676.97
05.437.916/0001-27;2016-12-01;1;553635.64;2036.49;0;551599.15;0;115313000;115313000;68691000;46622000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2213871.52;2165963.35;0;47908.17;358365;38049.59;0;0;0;0;0;0;0;144471.87;540886.46
06.175.262/0001-73;2016-10-01;1;393912.17;7560.6;0;0;386351.57;36344233;36344233;7835250;28508983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445493.25;442618.17;0;2875.08;414888.34;11202.1;0;0;0;0;0;0;0;13490.4;439580.84
06.175.262/0001-73;2016-11-01;1;408652.35;32003.82;0;0;376648.53;36344233;36344233;7835250;28508983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444124.45;442618.17;0;1506.28;425160.14;11202.1;0;0;0;0;0;0;0;14205.82;450568.06
06.175.262/0001-73;2016-12-01;1;403658.08;24799.66;0;0;378858.42;37264879;37264879;10447066;26817813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446515.19;446515.19;0;0;412741.45;11202.1;0;0;0;0;0;0;0;28490.4;452433.95
07.000.400/0001-46;2016-10-01;1;19415654.75;1236705.93;18178948.82;0;0;486000000;486000000;0;486000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38586.78;0;0;38586.78;2665255.54;63919.84;0;0;0;0;0;0;0;7304418.23;10033593.61
07.000.400/0001-46;2016-11-01;1;20102104.16;1263487.45;18838616.71;0;0;486000000;486000000;0;486000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29817.48;0;0;29817.48;3157640;75371.43;0;0;0;0;0;0;0;7442541.5;10675552.93
07.000.400/0001-46;2016-12-01;1;20159776.26;1305021.9;18854754.36;0;0;464300000;464300000;0;464300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20171.26;0;0;20171.26;3019367.59;77095.1;0;0;0;0;0;0;0;7379284.74;10475747.43
07.583.627/0001-61;2016-10-01;1;10962587.62;3162.68;0;10959424.94;0;2827000000;2827000000;0;2827000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47203819.84;14167373.25;0;33036446.59;4515828.22;186888.37;0;1314804450.66;0;0;0;0;0;6357930.66;1325865097.91
07.583.627/0001-61;2016-11-01;1;12055604.76;3296.51;0;12052308.25;0;2827000000;2827000000;0;2827000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49983905.36;15452876.42;0;34531028.94;6776928.49;186889.77;0;1313144847.58;0;0;0;0;0;6384658.84;1326493324.68
07.583.627/0001-61;2016-12-01;1;14484577.97;6646.85;0;14477931.12;0;3048610000;3048610000;0;3048610000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59363706.08;16691290.45;0;42672415.63;14594904.96;186878.37;0;1312914213.76;0;0;0;0;0;6458677.59;1334154674.68
07.789.135/0001-27;2016-09-01;1;25393133.92;891.84;0;0;25392242.08;1196535144.78;1196535144.78;0;1196535144.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19340915.23;9069555.85;0;10271359.38;4508091.5;55333.72;0;104719672.79;0;0;0;0;5069337.58;12559486.14;126911921.73
07.789.135/0001-27;2016-10-01;1;30361142.72;399291.5;0;0;29961851.22;1196647671.25;1196647671.25;0;1196647671.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19996168.08;8294267.85;0;11701900.23;4508091.5;127948.23;0;103235876.16;0;0;0;0;5069337.58;12395270.19;125336523.66
07.789.135/0001-27;2016-11-01;1;34655727.04;1038.65;0;0;34654688.39;1196833745.26;1196833745.26;0;1196833745.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20790391.36;7281994.99;0;13508396.37;4508091.5;131396.35;0;101520086.1;0;0;0;0;5069337.58;11633551.33;122862462.86
07.789.135/0001-27;2016-12-01;1;40211741.71;407.3;0;0;40211334.41;1274555000;1274555000;0;1274555000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28705955.8;15901110.7;0;12804845.1;27384162.81;120183.84;0;100391374.88;0;0;0;0;5069337.58;11625617.84;144590676.95
08.417.532/0001-30;2016-11-01;1;210017994.28;15449.46;0;0;210002544.82;351615122.68;351615122.68;0;0;351615122.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;650179515.47;646323650.56;0;3855864.91;0;176722.68;0;65756270.12;0;534615850.86;650426458.79;0;0;6557737.07;1257533039.52
08.417.532/0001-30;2016-12-01;1;202396151.7;15331.83;0;0;202380819.87;541156827.91;541156827.91;0;0;541156827.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659510817.13;659423395.24;0;87421.89;0;204613.47;0;66289817.57;0;537664036.12;655173356.71;0;0;242035.8;1259573859.67
08.693.497/0001-82;2016-10-01;1;2663664.22;21753.57;0;0;2641910.65;136267796.46;136267796.46;0;136267796.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1588538.71;1513313.91;0;75224.8;0;48296.44;0;0;0;7808.06;0;0;35549.6;269613.86;361267.96
08.693.497/0001-82;2016-11-01;1;3498924.26;153877.39;0;0;3345046.87;136448655.08;136448655.08;0;136448655.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1622526.02;1610103.32;0;12422.7;748114.24;72304.2;0;0;0;6829.04;0;0;35549.6;258352.83;1121149.91
08.693.497/0001-82;2016-12-01;3;3752183.24;250227.64;0;0;3501955.6;119795000;119795000;0;119795000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1609654.6;1599585.9;0;10068.7;748114.24;103706.94;0;0;0;979.08;0;0;35549.6;252317.87;1140667.73
08.696.175/0001-97;2016-11-01;1;2212741.6;13688.45;0;0;2199053.15;155078471;155078471;0;155078471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1338227.64;993539.61;0;344688.03;223937.82;16966.42;0;0;0;383521.75;31136.2;0;0;22042.72;677604.91
08.696.175/0001-97;2016-12-01;1;1974032.87;13941.87;0;0;1960091;155078471;155078471;0;155078471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1656019.2;1309772.38;0;346246.82;225229.58;16966.42;0;0;0;213603.2;31586.2;0;0;22042.72;509428.12
09.006.914/0001-34;2016-10-01;1;6367085.91;6367085.91;0;0;0;124118628;124118628;0;124118628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184853.95;0;0;184853.95;5450901.31;0;0;0;0;0;0;0;0;276896.82;5727798.13
09.006.914/0001-34;2016-11-01;1;2044492.99;2044492.99;0;0;0;124118628;124118628;0;124118628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581734.14;396880.19;0;184853.95;936459.83;0;0;0;0;0;0;0;0;354711.22;1291171.05
09.006.914/0001-34;2016-12-01;2;2102668.54;2102668.54;0;0;0;133539756.1;133539756.1;0;133539756.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;978614.33;793760.38;0;184853.95;940698.5;11553.57;0;0;0;0;0;0;0;252027.45;1204279.52
09.150.967/0001-24;2016-10-01;1;161310.48;161310.48;;;;112668397.7;105363861.49;;59443913.77;;41030000;;4889947.72;;;;;;;;;;;;;;;7304536.21;;;;;255510.4;;211975.97;43534.43;;4166.67;;;;94400987.25;;;;5516.67;94410670.59
09.150.967/0001-24;2016-11-01;1;3695.07;3695.07;;;;112167369.79;104635895.18;;58773592.65;;41030000;;4832302.53;;;;;;;;;;151168.63;;;;;7380305.98;;;;;256573.57;;214173.94;42399.63;;4166.67;;;;93631092.17;;;;5516.67;93640775.51
09.150.967/0001-24;2016-12-01;2;10.2;10.2;;;;111772045.46;104126579.2;;58296575.18;;41055346.69;;4774657.33;;;;;;;;;;146747.14;;;;;7498719.12;;;;;257729.63;;216578.34;41151.29;;4166.67;;;;92861197.07;;;;4166.67;92869530.41
09.350.920/0001-04;2016-11-01;2;785239.61;4932.84;0;0;780306.77;97790000;97790000;0;97790000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807086.43;807086.43;0;0;0;30232.32;0;0;0;0;0;0;0;2426.68;32659
09.350.920/0001-04;2016-12-01;1;811216.48;21806.7;0;0;789409.78;97790000;97790000;0;97790000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807086.42;807086.42;0;0;0;30232.32;0;0;0;0;0;0;0;23626.68;53859
10.347.505/0001-80;2016-10-01;1;8399588.17;4415.67;0;0;8395172.5;144512574.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4972243.04;0;0;0;0;0;0;139540331.56;0;0;0;0;5574.07;0;0;5574.07;10900957.17;75344.67;598542.48;0;0;0;0;0;0;194953.04;11769797.36
10.347.505/0001-80;2016-11-01;1;8216007.32;10000;0;0;8206007.32;185734869.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4896042.95;0;0;0;0;0;0;159813626.09;0;21025200.06;0;0;2710.57;0;0;2710.57;0;81445.57;27149.784;0;0;0;0;0;0;26050.756;134646.11
10.347.505/0001-80;2016-12-01;1;8634779.16;6168.28;0;0;8628610.88;187560576.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4910526.6;0;0;0;0;0;0;161419638.64;0;21230411.67;0;0;399.35;0;0;399.35;0;115346.03;24698.4308;0;0;0;0;0;0;58079.4992;198123.96
